fname,res_type,ptype,method,res
poland_warszawa_2019_grochow-polnocny.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_grochow-polnocny.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_grochow-polnocny.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_grochow-polnocny.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_grochow-polnocny.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_grochow-polnocny.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_kamionek.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_kamionek.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_kamionek.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_kamionek.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_kamionek.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_kamionek.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_kamionek.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_kamionek.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_las.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_las.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_las.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_las.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_las.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_las.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_las.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_las.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_marysin-wawerski-polnocny.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_marysin-wawerski-polnocny.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_marysin-wawerski-polnocny.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_marysin-wawerski-polnocny.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_marysin-wawerski-polnocny.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_marysin-wawerski-polnocny.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_marysin-wawerski-polnocny.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_marysin-wawerski-polnocny.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_marysin-wawerski-poludniowy.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_marysin-wawerski-poludniowy.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_marysin-wawerski-poludniowy.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_marysin-wawerski-poludniowy.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_marysin-wawerski-poludniowy.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2019_marysin-wawerski-poludniowy.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_marysin-wawerski-poludniowy.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_marysin-wawerski-poludniowy.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_miasto-ogrod-sadyba.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_miasto-ogrod-sadyba.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_miasto-ogrod-sadyba.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_miasto-ogrod-sadyba.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_miasto-ogrod-sadyba.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_miasto-ogrod-sadyba.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_miasto-ogrod-sadyba.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_miasto-ogrod-sadyba.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_miedzeszyn.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_miedzeszyn.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_miedzeszyn.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_miedzeszyn.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_miedzeszyn.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_miedzeszyn.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_miedzeszyn.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_miedzeszyn.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_miedzylesie.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_miedzylesie.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_miedzylesie.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_miedzylesie.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_miedzylesie.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_miedzylesie.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_miedzylesie.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_miedzylesie.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_muranow.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_muranow.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_muranow.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_muranow.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_muranow.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_muranow.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_muranow.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_muranow.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_nadwisle.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_nadwisle.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_nadwisle.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_nadwisle.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_nadwisle.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_nadwisle.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_nadwisle.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_nadwisle.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-1-zoliborz-centralny.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-1-zoliborz-centralny.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-1-zoliborz-centralny.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-1-zoliborz-centralny.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-1-zoliborz-centralny.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2019_obszar-1-zoliborz-centralny.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-1-zoliborz-centralny.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-1-zoliborz-centralny.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-2-sady-zoliborskie-zatrasie-rudawka.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-2-sady-zoliborskie-zatrasie-rudawka.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-2-sady-zoliborskie-zatrasie-rudawka.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-2-sady-zoliborskie-zatrasie-rudawka.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-2-sady-zoliborskie-zatrasie-rudawka.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2019_obszar-2-sady-zoliborskie-zatrasie-rudawka.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-2-sady-zoliborskie-zatrasie-rudawka.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-2-sady-zoliborskie-zatrasie-rudawka.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-3-marymont-potok-zoliborz-dziennikarski.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-3-marymont-potok-zoliborz-dziennikarski.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-3-marymont-potok-zoliborz-dziennikarski.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-3-marymont-potok-zoliborz-dziennikarski.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-3-marymont-potok-zoliborz-dziennikarski.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-3-marymont-potok-zoliborz-dziennikarski.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-3-marymont-potok-zoliborz-dziennikarski.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-3-marymont-potok-zoliborz-dziennikarski.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-4-piekielko-zeran-annopol.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-4-piekielko-zeran-annopol.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-4-piekielko-zeran-annopol.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-4-piekielko-zeran-annopol.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-4-piekielko-zeran-annopol.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-4-piekielko-zeran-annopol.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-4-piekielko-zeran-annopol.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-4-piekielko-zeran-annopol.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-4-zoliborz-poludniowy.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-4-zoliborz-poludniowy.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-4-zoliborz-poludniowy.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-4-zoliborz-poludniowy.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-4-zoliborz-poludniowy.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-4-zoliborz-poludniowy.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-4-zoliborz-poludniowy.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-4-zoliborz-poludniowy.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-5-powazki.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-5-powazki.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-5-powazki.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-5-powazki.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-5-powazki.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-5-powazki.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-5-powazki.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-5-powazki.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-i-nowa-praga-z-pelcowizna.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-i-nowa-praga-z-pelcowizna.pb,exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2019_obszar-i-nowa-praga-z-pelcowizna.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2019_obszar-i-nowa-praga-z-pelcowizna.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-i-nowa-praga-z-pelcowizna.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2019_obszar-i-nowa-praga-z-pelcowizna.pb,non exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2019_obszar-i-nowa-praga-z-pelcowizna.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2019_obszar-i-nowa-praga-z-pelcowizna.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-i-wilanow-wysoki-wilanow-niski-zachodni.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-i-wilanow-wysoki-wilanow-niski-zachodni.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-i-wilanow-wysoki-wilanow-niski-zachodni.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-i-wilanow-wysoki-wilanow-niski-zachodni.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-i-wilanow-wysoki-wilanow-niski-zachodni.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-i-wilanow-wysoki-wilanow-niski-zachodni.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-i-wilanow-wysoki-wilanow-niski-zachodni.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-i-wilanow-wysoki-wilanow-niski-zachodni.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_obszar-ii-stara-praga-ze-szmulowizna-z-michalowem.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-ii-stara-praga-ze-szmulowizna-z-michalowem.pb,exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2019_obszar-ii-stara-praga-ze-szmulowizna-z-michalowem.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2019_obszar-ii-stara-praga-ze-szmulowizna-z-michalowem.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_obszar-ii-stara-praga-ze-szmulowizna-z-michalowem.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-ii-stara-praga-ze-szmulowizna-z-michalowem.pb,non exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2019_obszar-ii-stara-praga-ze-szmulowizna-z-michalowem.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2019_obszar-ii-stara-praga-ze-szmulowizna-z-michalowem.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_obszar-ii-wilanow-niski-wschodni-zawady-powsinek-kepa-zawadowska.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-ii-wilanow-niski-wschodni-zawady-powsinek-kepa-zawadowska.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-ii-wilanow-niski-wschodni-zawady-powsinek-kepa-zawadowska.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-ii-wilanow-niski-wschodni-zawady-powsinek-kepa-zawadowska.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_obszar-ii-wilanow-niski-wschodni-zawady-powsinek-kepa-zawadowska.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-ii-wilanow-niski-wschodni-zawady-powsinek-kepa-zawadowska.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-ii-wilanow-niski-wschodni-zawady-powsinek-kepa-zawadowska.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-ii-wilanow-niski-wschodni-zawady-powsinek-kepa-zawadowska.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_obszar-iii-powsin-kepa-latoszkowa-zamosc-latoszki.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-iii-powsin-kepa-latoszkowa-zamosc-latoszki.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2019_obszar-iii-powsin-kepa-latoszkowa-zamosc-latoszki.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-iii-powsin-kepa-latoszkowa-zamosc-latoszki.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-iii-powsin-kepa-latoszkowa-zamosc-latoszki.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_obszar-iii-powsin-kepa-latoszkowa-zamosc-latoszki.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_obszar-iii-powsin-kepa-latoszkowa-zamosc-latoszki.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_obszar-iii-powsin-kepa-latoszkowa-zamosc-latoszki.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_obszar-iv-wilanow-zachodni-osiedle-arbuzowa.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_obszar-iv-wilanow-zachodni-osiedle-arbuzowa.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
