fname,res_type,ptype,method,res
poland_warszawa_2018_rejon-7.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_rejon-7.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_rejon-7.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_rejon-7.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_rejon-7.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_rejon-7.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_rejon-9.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_rejon-9.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2018_rejon-9.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2018_rejon-9.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_rejon-9.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2018_rejon-9.pb,non exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2018_rejon-9.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2018_rejon-9.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_ruda-marymont-las-bielanski.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_ruda-marymont-las-bielanski.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2018_ruda-marymont-las-bielanski.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2018_ruda-marymont-las-bielanski.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2018_ruda-marymont-las-bielanski.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_ruda-marymont-las-bielanski.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_ruda-marymont-las-bielanski.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2018_ruda-marymont-las-bielanski.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2018_sadul.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_sadul.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_sadul.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_sadul.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_sadul.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_sadul.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_sadul.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_sadul.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_saska-kepa.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_saska-kepa.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_saska-kepa.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_saska-kepa.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_saska-kepa.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2018_saska-kepa.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_saska-kepa.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_saska-kepa.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_slodowiec.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_slodowiec.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_slodowiec.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_slodowiec.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_slodowiec.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_slodowiec.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_slodowiec.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_slodowiec.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_srodmiescie-polnocne.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_srodmiescie-polnocne.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_srodmiescie-polnocne.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_srodmiescie-polnocne.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_srodmiescie-polnocne.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2018_srodmiescie-polnocne.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_srodmiescie-polnocne.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_srodmiescie-polnocne.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_srodmiescie-poludniowe.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_srodmiescie-poludniowe.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2018_srodmiescie-poludniowe.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_srodmiescie-poludniowe.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_srodmiescie-poludniowe.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_srodmiescie-poludniowe.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_srodmiescie-poludniowe.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_srodmiescie-poludniowe.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_stare-bielany.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_stare-bielany.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_stare-bielany.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_stare-bielany.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_stare-bielany.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_stare-bielany.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_stare-bielany.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_stare-bielany.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_stare-miasto.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_stare-miasto.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_stare-miasto.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_stare-miasto.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_stare-miasto.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_stare-miasto.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_stare-miasto.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_stare-miasto.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_stare-wlochy.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_stare-wlochy.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2018_stare-wlochy.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2018_stare-wlochy.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2018_stare-wlochy.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2018_stare-wlochy.pb,non exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2018_stare-wlochy.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2018_stare-wlochy.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2018_subunit-wawer.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_subunit-wawer.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2018_subunit-wawer.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_subunit-wawer.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_subunit-wawer.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_subunit-wawer.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_subunit-wawer.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_subunit-wawer.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_targowek-fabryczny-elsnerow-i-utrata.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_targowek-fabryczny-elsnerow-i-utrata.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2018_targowek-fabryczny-elsnerow-i-utrata.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2018_targowek-fabryczny-elsnerow-i-utrata.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_targowek-fabryczny-elsnerow-i-utrata.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2018_targowek-fabryczny-elsnerow-i-utrata.pb,non exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2018_targowek-fabryczny-elsnerow-i-utrata.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2018_targowek-fabryczny-elsnerow-i-utrata.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_targowek-mieszkaniowy.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_targowek-mieszkaniowy.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_targowek-mieszkaniowy.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_targowek-mieszkaniowy.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_targowek-mieszkaniowy.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_targowek-mieszkaniowy.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_targowek-mieszkaniowy.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_targowek-mieszkaniowy.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_ursus-polnocny.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_ursus-polnocny.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2018_ursus-polnocny.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_ursus-polnocny.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_ursus-polnocny.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2018_ursus-polnocny.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_ursus-polnocny.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_ursus-polnocny.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2018_wawrzyszew.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_wawrzyszew.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wawrzyszew.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wawrzyszew.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wawrzyszew.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_wawrzyszew.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wawrzyszew.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wawrzyszew.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wilanow-obszar-i.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_wilanow-obszar-i.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wilanow-obszar-i.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wilanow-obszar-i.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wilanow-obszar-i.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_wilanow-obszar-i.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wilanow-obszar-i.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wilanow-obszar-i.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wilanow-obszar-ii.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_wilanow-obszar-ii.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wilanow-obszar-ii.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wilanow-obszar-ii.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wilanow-obszar-ii.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_wilanow-obszar-ii.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wilanow-obszar-ii.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wilanow-obszar-ii.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wrzeciono-mlociny.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_wrzeciono-mlociny.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wrzeciono-mlociny.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wrzeciono-mlociny.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wrzeciono-mlociny.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_wrzeciono-mlociny.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wrzeciono-mlociny.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wrzeciono-mlociny.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wysokie-okecie.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_wysokie-okecie.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wysokie-okecie.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wysokie-okecie.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_wysokie-okecie.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_wysokie-okecie.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_wysokie-okecie.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_wysokie-okecie.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_zacisze.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_zacisze.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_zacisze.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_zacisze.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_zacisze.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_zacisze.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_zacisze.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_zacisze.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_zerzen.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_zerzen.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_zerzen.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_zerzen.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_zerzen.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_zerzen.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_zerzen.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_zerzen.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_zielony-ursynow.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_zielony-ursynow.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_zielony-ursynow.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_zielony-ursynow.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2018_zielony-ursynow.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2018_zielony-ursynow.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_zielony-ursynow.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_zielony-ursynow.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_aleksandrow.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_aleksandrow.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_aleksandrow.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_aleksandrow.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_aleksandrow.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_aleksandrow.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_aleksandrow.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_aleksandrow.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_anin.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_anin.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2019_anin.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_anin.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_anin.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_anin.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_anin.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_anin.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_boernerowo-fort-radiowo-gorce-groty.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_boernerowo-fort-radiowo-gorce-groty.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_boernerowo-fort-radiowo-gorce-groty.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_boernerowo-fort-radiowo-gorce-groty.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_boernerowo-fort-radiowo-gorce-groty.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_boernerowo-fort-radiowo-gorce-groty.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_boernerowo-fort-radiowo-gorce-groty.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_boernerowo-fort-radiowo-gorce-groty.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_brodno-podgrodzie.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_brodno-podgrodzie.pb,exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2019_brodno-podgrodzie.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2019_brodno-podgrodzie.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,MES_INC,priceable
poland_warszawa_2019_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2019_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_brodno.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_brodno.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2019_brodno.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_brodno.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_brodno.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2019_brodno.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_brodno.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_brodno.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_chomiczowka.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_chomiczowka.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_chomiczowka.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_chomiczowka.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_chomiczowka.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2019_chomiczowka.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_chomiczowka.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_chomiczowka.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_chrzanow-jelonki-poludniowe-jelonki-polnocne.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_chrzanow-jelonki-poludniowe-jelonki-polnocne.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_warszawa_2019_chrzanow-jelonki-poludniowe-jelonki-polnocne.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2019_chrzanow-jelonki-poludniowe-jelonki-polnocne.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_chrzanow-jelonki-poludniowe-jelonki-polnocne.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_chrzanow-jelonki-poludniowe-jelonki-polnocne.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_chrzanow-jelonki-poludniowe-jelonki-polnocne.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_warszawa_2019_chrzanow-jelonki-poludniowe-jelonki-polnocne.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_falenica.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_falenica.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_falenica.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_falenica.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_falenica.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_falenica.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_falenica.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_falenica.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2019_grochow-centrum.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_grochow-centrum.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_grochow-centrum.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_grochow-centrum.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_grochow-centrum.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_grochow-centrum.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_grochow-centrum.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_grochow-centrum.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2019_grochow-kinowa.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_grochow-kinowa.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_grochow-kinowa.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_grochow-kinowa.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_grochow-kinowa.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2019_grochow-kinowa.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2019_grochow-kinowa.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2019_grochow-kinowa.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_warszawa_2019_grochow-polnocny.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2019_grochow-polnocny.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
